time,Localisation,FID,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-08-06,Rennes,ind_bretagne.2023-08-06 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-06T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),16.2,11.4,21.6,0,,306,16.9,39,1020.7,
2023-08-06,Saint-Brieuc,ind_bretagne.2023-08-06 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-06T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),15.3,12.7,19,0.3,,289,17.9,40.8,1021.1,
2023-08-06,Vannes,ind_bretagne.2023-08-06 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-06T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),15.7,11,21,0,,297,13,,1021.3,
2023-08-07,Brest,ind_bretagne.2023-08-07 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-07T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),14.6,8.9,20.5,0.3,,258,8.9,33,1023.7,
2023-08-07,Quimper,ind_bretagne.2023-08-07 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-07T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),15.1,10.4,19.9,0.1,,286,8.7,25.9,1023.9,
2023-08-07,Rennes,ind_bretagne.2023-08-07 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-07T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),16.1,9.4,23.9,0.3,,275,6.3,21,1022.9,
2023-08-07,Saint-Brieuc,ind_bretagne.2023-08-07 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-07T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),14.9,10.5,19.6,0.6,,292,10.7,33.3,1023.1,
2023-08-07,Vannes,ind_bretagne.2023-08-07 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-07T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),14.7,10,20,0,,292,8.8,,1022.8,
2023-08-08,Brest,ind_bretagne.2023-08-08 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-08T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),15.5,11.5,18.1,0,,229,15.2,48,1019.5,
2023-08-08,Quimper,ind_bretagne.2023-08-08 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-08T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),15.6,12.7,19.1,0,,246,10,25.9,1020.1,
2023-08-08,Rennes,ind_bretagne.2023-08-08 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-08T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),18.1,12.3,23.6,0,,281,9.4,28,1019.3,
2023-08-08,Saint-Brieuc,ind_bretagne.2023-08-08 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-08T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),16.7,12.3,21.2,0,,236,11.7,35,1019,
2023-08-08,Vannes,ind_bretagne.2023-08-08 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-08T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),16.5,13,21,0,,285,8.6,,1019.4,
2023-08-09,Brest,ind_bretagne.2023-08-09 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-09T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,2,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),19.6,15.1,28.1,0,,165,7.6,22,1018.6,
2023-08-09,Quimper,ind_bretagne.2023-08-09 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-09T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.9,14.3,24,0,,146,8.3,24.1,1018.8,
2023-08-09,Rennes,ind_bretagne.2023-08-09 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-09T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),20.4,14,26.8,0,,275,7.1,28,1018.8,
2023-08-09,Saint-Brieuc,ind_bretagne.2023-08-09 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-09T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),18,14.4,22.8,0,,337,8.2,24,1018.7,
2023-08-09,Vannes,ind_bretagne.2023-08-09 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-09T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),19.7,14,27,0,,52,8.4,,1018.5,
2023-08-10,Brest,ind_bretagne.2023-08-10 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-10T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),18.9,15.8,23.6,0,,206,16.2,44,1018.4,
2023-08-10,Quimper,ind_bretagne.2023-08-10 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-10T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),19.6,16,22.5,2.4,,242,12.2,27.8,1018.8,
2023-08-10,Rennes,ind_bretagne.2023-08-10 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-10T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),23.3,17.2,30.3,0,,182,9.9,31,1018.5,
2023-08-10,Saint-Brieuc,ind_bretagne.2023-08-10 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-10T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),20.9,16.5,26.3,0.2,,174,7.9,24,1018.2,
2023-08-10,Vannes,ind_bretagne.2023-08-10 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-10T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),21.3,18,25,0,,225,11.8,,1018.6,
2023-08-11,Brest,ind_bretagne.2023-08-11 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-11T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),19,17.1,21.4,1,,208,17.6,33.3,1019.8,
2023-08-11,Quimper,ind_bretagne.2023-08-11 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-11T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.6,16.7,20.5,2.5,,221,11.6,20.4,1020.5,
2023-08-11,Rennes,ind_bretagne.2023-08-11 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-11T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),19.8,17.6,26.8,0,,205,11.2,28,1021,
2023-08-11,Saint-Brieuc,ind_bretagne.2023-08-11 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-11T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),20,17.5,22.9,5.4,,193,11.6,28,1019.7,
2023-08-11,Vannes,ind_bretagne.2023-08-11 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-11T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),18.7,18,20,14.2,,216,9.3,,1020.7,
2023-08-12,Brest,ind_bretagne.2023-08-12 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-12T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),17.8,16.4,20.7,0,,232,24.6,50,1018.4,
2023-08-12,Quimper,ind_bretagne.2023-08-12 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-12T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.1,16.5,20.5,0.2,,235,16.5,38.9,1019.4,
2023-08-12,Rennes,ind_bretagne.2023-08-12 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-12T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),19.3,15.8,23.6,12.2,,228,13.7,41,1019.4,
2023-08-12,Saint-Brieuc,ind_bretagne.2023-08-12 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-12T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),18,14.6,20.9,0.2,,223,14.4,44,1018.4,
2023-08-12,Vannes,ind_bretagne.2023-08-12 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-12T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),17.9,15,21,0.2,,241,11.3,,1019.5,
2023-08-13,Brest,ind_bretagne.2023-08-13 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-13T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),17.9,16,20.3,0.9,,216,22.2,50,1016.4,
2023-08-13,Quimper,ind_bretagne.2023-08-13 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-13T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18,16,21,0.6,,217,13.5,27.8,1016.9,
2023-08-13,Rennes,ind_bretagne.2023-08-13 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-13T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),18.9,15.4,24,0.5,,221,10.8,31,1017.4,
2023-08-13,Saint-Brieuc,ind_bretagne.2023-08-13 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-13T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),18.6,15.8,23,0,,215,11.7,33,1016.4,
2023-08-13,Vannes,ind_bretagne.2023-08-13 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-13T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),17.8,16,21,0.6,,227,9,,1017.5,
2023-08-14,Brest,ind_bretagne.2023-08-14 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-14T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),16.8,13.7,19,6.4,,233,18.8,46,1012.4,
2023-08-14,Quimper,ind_bretagne.2023-08-14 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-14T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),17.4,15,19,3.7,,216,14.9,29.6,1012.8,
2023-08-14,Rennes,ind_bretagne.2023-08-14 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-14T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),18.8,13.4,24,0.3,,202,13.5,42,1013.6,
2023-08-14,Saint-Brieuc,ind_bretagne.2023-08-14 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-14T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),18,15.3,23,13.1,,214,13.8,37,1012.2,
2023-08-14,Vannes,ind_bretagne.2023-08-14 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-14T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),18.1,15,21,1,,206,11.6,,1013.4,
2023-08-15,Brest,ind_bretagne.2023-08-15 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-15T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),15,9.3,20.4,3.6,,294,8,25.9,1018.2,
2023-08-15,Quimper,ind_bretagne.2023-08-15 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-15T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),16,11,21,0.3,,306,9.7,27.8,1018.2,
2023-08-15,Rennes,ind_bretagne.2023-08-15 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-15T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),18.3,15.6,23,0.3,,340,8.3,30,1017.3,
2023-08-15,Saint-Brieuc,ind_bretagne.2023-08-15 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-15T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),15.7,12,19,0.1,,313,9.4,25.9,1017.7,
2023-08-15,Vannes,ind_bretagne.2023-08-15 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-15T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),17.8,14,22,0,,334,9.3,,1017.3,
2023-08-16,Brest,ind_bretagne.2023-08-16 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-16T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),15.3,8.8,21.6,0,,6,8.4,31,1019.8,
2023-08-16,Quimper,ind_bretagne.2023-08-16 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-16T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),17.3,13,23,0,,0,9.2,25.9,1019.4,
2023-08-16,Rennes,ind_bretagne.2023-08-16 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-16T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),18.7,11.7,25.1,0.3,,358,10.8,31,1018.7,
2023-08-16,Saint-Brieuc,ind_bretagne.2023-08-16 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-16T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),15.5,11,20,0,,335,7.4,26,1019.8,
2023-08-16,Vannes,ind_bretagne.2023-08-16 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-16T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),18.4,13,24,0,,21,14.5,,1018.5,
2023-08-17,Brest,ind_bretagne.2023-08-17 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-17T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),17.7,11.4,26.3,0,,34,7.7,26,1015.3,
2023-08-17,Quimper,ind_bretagne.2023-08-17 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-17T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.7,13,25,0,,3,9,24.1,1015.1,
2023-08-17,Rennes,ind_bretagne.2023-08-17 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-17T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),22.2,15.8,29.2,0,,26,9.6,28,1014.5,
2023-08-17,Saint-Brieuc,ind_bretagne.2023-08-17 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-17T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),18.8,13,25,0.9,,337,8.3,27.8,1015.2,
2023-08-17,Vannes,ind_bretagne.2023-08-17 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-17T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),20.8,15,27,0.5,,2,11.9,,1014.6,
2023-08-18,Brest,ind_bretagne.2023-08-18 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-18T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),18.4,15.9,21.6,0,,167,19.7,67,1009.6,
2023-08-18,Quimper,ind_bretagne.2023-08-18 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-18T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.5,16,21,2.8,,152,14,35.2,1010.4,
2023-08-18,Rennes,ind_bretagne.2023-08-18 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-18T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),22.8,18.8,28.5,0.5,,220,8.8,26,1010.6,
2023-08-18,Saint-Brieuc,ind_bretagne.2023-08-18 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-18T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),20.8,17,26,0.2,,186,10.5,50,1010.4,
2023-08-18,Vannes,ind_bretagne.2023-08-18 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-18T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),20.7,17,24,0,,208,8.6,,1011.1,
2023-08-19,Brest,ind_bretagne.2023-08-19 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-19T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),18.7,16,22.1,0,,215,24.2,54,1015.3,
2023-08-19,Quimper,ind_bretagne.2023-08-19 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-19T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.8,16,21,0.2,,221,14.1,35.2,1016.1,
2023-08-19,Rennes,ind_bretagne.2023-08-19 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-19T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),20.8,16,26.2,0.3,,224,12.7,35,1016.3,
2023-08-19,Saint-Brieuc,ind_bretagne.2023-08-19 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-19T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),19.9,17,24,0,,215,13.2,35,1015.4,
2023-08-19,Vannes,ind_bretagne.2023-08-19 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-19T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),19.2,16,23,0,,232,10.5,,1016.6,
2023-08-20,Brest,ind_bretagne.2023-08-20 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-20T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),18.8,16.5,23.1,0,,211,14.4,31,1022.6,
2023-08-20,Quimper,ind_bretagne.2023-08-20 02:00:00+02.200068120,2,Moyen,#50CCAA,2023-08-20T02:00:00Z,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,1,2,1,1,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281),18.6,16,23,0,,216,7.4,24.1,1022.8,
2023-08-20,Rennes,ind_bretagne.2023-08-20 02:00:00+02.243500139,2,Moyen,#50CCAA,2023-08-20T02:00:00Z,Air Breizh,EPCI,243500139,Rennes MÃ©tropole,1,1,2,1,1,-1.71146934,48.10815818,349555.007,6789093.387,2154,POINT (349555.0070453745 6789093.386528317),19.8,12.7,27.2,0.3,,295,6.2,31,1022.5,
2023-08-20,Saint-Brieuc,ind_bretagne.2023-08-20 02:00:00+02.200069409,2,Moyen,#50CCAA,2023-08-20T02:00:00Z,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,1,2,1,1,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148),18.1,13,24,0,,256,8.4,26,1022.7,
2023-08-20,Vannes,ind_bretagne.2023-08-20 02:00:00+02.200067932,2,Moyen,#50CCAA,2023-08-20T02:00:00Z,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,1,2,1,1,-2.73625092,47.67660119,269961.1107,6746307.899,2154,POINT (269961.1106939723 6746307.8992528645),18.6,13,25,0,,309,7.5,,1022.5,
2023-08-21,Brest,ind_bretagne.2023-08-21 02:00:00+02.242900314,2,Moyen,#50CCAA,2023-08-21T02:00:00Z,Air Breizh,EPCI,242900314,Brest Métropole,1,1,2,1,1,-4.47051742,48.39962987,147878.2242,6837175.794,2154,POINT (147878.22420658765 6837175.794037035),19,14.1,24.7,0,,219,7.3,22.2,1024.2,
